	-log10(fdr_BH)	log2(fold_change)	Gene
sp|C9JLW8|MCRI1_HUMAN Mapk-regulated corepressor-interacting protein 1 OS=Homo sapiens OX=9606 GN=MCRIP1 PE=1 SV=1	0.2498093938393757	-0.13029850642513205	MCRIP1
sp|E9PAV3|NACAM_HUMAN Nascent polypeptide-associated complex subunit alpha, muscle-specific form OS=Homo sapiens OX=9606 GN=NACA PE=1 SV=1	1.4148737882991893	0.34658408649959815	NACA
sp|L0R6Q1|S35U4_HUMAN SLC35A4 upstream open reading frame protein OS=Homo sapiens OX=9606 GN=SLC35A4 PE=3 SV=1	0.1803085335676866	0.19890636903304726	SLC35A4
sp|O00115|DNS2A_HUMAN Deoxyribonuclease-2-alpha OS=Homo sapiens OX=9606 GN=DNASE2 PE=1 SV=2	0.14996793814782908	0.10356037835173335	DNASE2
sp|O00116|ADAS_HUMAN Alkyldihydroxyacetonephosphate synthase, peroxisomal OS=Homo sapiens OX=9606 GN=AGPS PE=1 SV=1	0.5979709692982844	0.11543910141719638	AGPS
sp|O00139|KIF2A_HUMAN Kinesin-like protein KIF2A OS=Homo sapiens OX=9606 GN=KIF2A PE=1 SV=3	1.3224200865909355	0.7762473383138866	KIF2A
sp|O00148|DX39A_HUMAN ATP-dependent RNA helicase DDX39A OS=Homo sapiens OX=9606 GN=DDX39A PE=1 SV=2	0.09967597119696792	-0.04281178040598288	DDX39A
sp|O00151|PDLI1_HUMAN PDZ and LIM domain protein 1 OS=Homo sapiens OX=9606 GN=PDLIM1 PE=1 SV=4	0.037295723131892985	-0.020186391699386963	PDLIM1
sp|O00154|BACH_HUMAN Cytosolic acyl coenzyme A thioester hydrolase OS=Homo sapiens OX=9606 GN=ACOT7 PE=1 SV=3	0.05933995807255528	-0.027941901691764262	ACOT7
sp|O00159|MYO1C_HUMAN Unconventional myosin-Ic OS=Homo sapiens OX=9606 GN=MYO1C PE=1 SV=4	1.2614250536384897	0.22333958952652383	MYO1C
sp|O00161|SNP23_HUMAN Synaptosomal-associated protein 23 OS=Homo sapiens OX=9606 GN=SNAP23 PE=1 SV=1	0.8211046171038445	-0.1757802555543495	SNAP23
sp|O00165|HAX1_HUMAN HCLS1-associated protein X-1 OS=Homo sapiens OX=9606 GN=HAX1 PE=1 SV=2	0.44648141067764996	0.4483197308670287	HAX1
sp|O00170|AIP_HUMAN AH receptor-interacting protein OS=Homo sapiens OX=9606 GN=AIP PE=1 SV=3	1.0122318437175533	0.4685369989984448	AIP
sp|O00182|LEG9_HUMAN Galectin-9 OS=Homo sapiens OX=9606 GN=LGALS9 PE=1 SV=2	1.6641303783531773	0.7549287714701628	LGALS9
sp|O00186|STXB3_HUMAN Syntaxin-binding protein 3 OS=Homo sapiens OX=9606 GN=STXBP3 PE=1 SV=2	0.7998211573406432	0.47018108204042797	STXBP3
sp|O00193|SMAP_HUMAN Small acidic protein OS=Homo sapiens OX=9606 GN=SMAP PE=1 SV=1	0.47128437106984583	-0.3138834415696123	SMAP
sp|O00194|RB27B_HUMAN Ras-related protein Rab-27B OS=Homo sapiens OX=9606 GN=RAB27B PE=1 SV=4	0.08335500635171503	0.037872542514280405	RAB27B
sp|O00203|AP3B1_HUMAN AP-3 complex subunit beta-1 OS=Homo sapiens OX=9606 GN=AP3B1 PE=1 SV=3	0.8740458428306593	0.26650646354553587	AP3B1
sp|O00217|NDUS8_HUMAN NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS8 PE=1 SV=1	0.41037988380253876	0.20487122559884918	NDUFS8
sp|O00231|PSD11_HUMAN 26S proteasome non-ATPase regulatory subunit 11 OS=Homo sapiens OX=9606 GN=PSMD11 PE=1 SV=3	0.3200780595200092	-0.068113792579104	PSMD11
sp|O00232|PSD12_HUMAN 26S proteasome non-ATPase regulatory subunit 12 OS=Homo sapiens OX=9606 GN=PSMD12 PE=1 SV=3	0.5194842932785083	0.07933794754006462	PSMD12
sp|O00233|PSMD9_HUMAN 26S proteasome non-ATPase regulatory subunit 9 OS=Homo sapiens OX=9606 GN=PSMD9 PE=1 SV=3	0.2697619557482494	0.18374028723337052	PSMD9
sp|O00244|ATOX1_HUMAN Copper transport protein ATOX1 OS=Homo sapiens OX=9606 GN=ATOX1 PE=1 SV=1	0.42110723363076435	-0.23106164272104235	ATOX1
sp|O00255|MEN1_HUMAN Menin OS=Homo sapiens OX=9606 GN=MEN1 PE=1 SV=4	0.9470254738533027	-0.16786812352399294	MEN1
sp|O00264|PGRC1_HUMAN Membrane-associated progesterone receptor component 1 OS=Homo sapiens OX=9606 GN=PGRMC1 PE=1 SV=3	0.02983280651275323	0.008113423521012963	PGRMC1
sp|O00267|SPT5H_HUMAN Transcription elongation factor SPT5 OS=Homo sapiens OX=9606 GN=SUPT5H PE=1 SV=1	0.9093630598850041	0.310637848034014	SUPT5H
sp|O00273|DFFA_HUMAN DNA fragmentation factor subunit alpha OS=Homo sapiens OX=9606 GN=DFFA PE=1 SV=1	0.13707085631470428	0.13668553081727364	DFFA
sp|O00291|HIP1_HUMAN Huntingtin-interacting protein 1 OS=Homo sapiens OX=9606 GN=HIP1 PE=1 SV=5	0.3229492678667234	-0.39750980707402894	HIP1
sp|O00299|CLIC1_HUMAN Chloride intracellular channel protein 1 OS=Homo sapiens OX=9606 GN=CLIC1 PE=1 SV=4	0.6038174878580111	0.14748850229490618	CLIC1
sp|O00303|EIF3F_HUMAN Eukaryotic translation initiation factor 3 subunit F OS=Homo sapiens OX=9606 GN=EIF3F PE=1 SV=1	0.1983318646174699	-0.06640552327301819	EIF3F
sp|O00330|ODPX_HUMAN Pyruvate dehydrogenase protein X component, mitochondrial OS=Homo sapiens OX=9606 GN=PDHX PE=1 SV=3	0.5593627522167822	0.4577803902615599	PDHX
sp|O00399|DCTN6_HUMAN Dynactin subunit 6 OS=Homo sapiens OX=9606 GN=DCTN6 PE=1 SV=1	0.0008341793663716836	-0.00022948501560848822	DCTN6
sp|O00400|ACATN_HUMAN Acetyl-coenzyme A transporter 1 OS=Homo sapiens OX=9606 GN=SLC33A1 PE=1 SV=1	0.3459180044844202	0.24365569973364298	SLC33A1
sp|O00401|WASL_HUMAN Actin nucleation-promoting factor WASL OS=Homo sapiens OX=9606 GN=WASL PE=1 SV=2	0.07379234439566826	0.07593127388339549	WASL
sp|O00410|IPO5_HUMAN Importin-5 OS=Homo sapiens OX=9606 GN=IPO5 PE=1 SV=4	0.24038451006552916	0.04682494700189843	IPO5
sp|O00411|RPOM_HUMAN DNA-directed RNA polymerase, mitochondrial OS=Homo sapiens OX=9606 GN=POLRMT PE=1 SV=2	0.09799150536720543	0.06841643742685566	POLRMT
sp|O00422|SAP18_HUMAN Histone deacetylase complex subunit SAP18 OS=Homo sapiens OX=9606 GN=SAP18 PE=1 SV=1	0.1135825481465891	0.05322219015585916	SAP18
sp|O00423|EMAL1_HUMAN Echinoderm microtubule-associated protein-like 1 OS=Homo sapiens OX=9606 GN=EML1 PE=1 SV=3	0.4888802356137595	-0.3754753657755123	EML1
sp|O00429|DNM1L_HUMAN Dynamin-1-like protein OS=Homo sapiens OX=9606 GN=DNM1L PE=1 SV=2	0.4273896122707445	0.09353728329964908	DNM1L
sp|O00442|RTCA_HUMAN RNA 3'-terminal phosphate cyclase OS=Homo sapiens OX=9606 GN=RTCA PE=1 SV=1	0.04143233678589395	0.007964095252697145	RTCA
sp|O00461|GOLI4_HUMAN Golgi integral membrane protein 4 OS=Homo sapiens OX=9606 GN=GOLIM4 PE=1 SV=1	0.1591466749781242	-0.08738802001069185	GOLIM4
sp|O00462|MANBA_HUMAN Beta-mannosidase OS=Homo sapiens OX=9606 GN=MANBA PE=1 SV=3	0.33322319808287126	0.29051795561182536	MANBA
sp|O00468|AGRIN_HUMAN Agrin OS=Homo sapiens OX=9606 GN=AGRN PE=1 SV=6	2.9554889518233325	0.7144911971126648	AGRN
sp|O00469|PLOD2_HUMAN Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2 OS=Homo sapiens OX=9606 GN=PLOD2 PE=1 SV=2	0.9172707601252393	0.11589291213200026	PLOD2
sp|O00471|EXOC5_HUMAN Exocyst complex component 5 OS=Homo sapiens OX=9606 GN=EXOC5 PE=1 SV=1	0.4148426199294763	0.36304141703635784	EXOC5
sp|O00478|BT3A3_HUMAN Butyrophilin subfamily 3 member A3 OS=Homo sapiens OX=9606 GN=BTN3A3 PE=1 SV=1	0.4985593020774076	0.39505179244608635	BTN3A3
sp|O00483|NDUA4_HUMAN Cytochrome c oxidase subunit NDUFA4 OS=Homo sapiens OX=9606 GN=NDUFA4 PE=1 SV=1	0.1611702258784227	0.04160158123091007	NDUFA4
sp|O00487|PSDE_HUMAN 26S proteasome non-ATPase regulatory subunit 14 OS=Homo sapiens OX=9606 GN=PSMD14 PE=1 SV=1	0.028154740269804638	-0.01323951404635082	PSMD14
sp|O00499|BIN1_HUMAN Myc box-dependent-interacting protein 1 OS=Homo sapiens OX=9606 GN=BIN1 PE=1 SV=1	1.107578532377749	0.7110639485586134	BIN1
sp|O00505|IMA4_HUMAN Importin subunit alpha-4 OS=Homo sapiens OX=9606 GN=KPNA3 PE=1 SV=2	0.4815002720682228	0.29286318504410475	KPNA3
sp|O00541|PESC_HUMAN Pescadillo homolog OS=Homo sapiens OX=9606 GN=PES1 PE=1 SV=1	0.7093356790501681	-0.1773427102647453	PES1
sp|O00560|SDCB1_HUMAN Syntenin-1 OS=Homo sapiens OX=9606 GN=SDCBP PE=1 SV=1	0.5640264081028561	0.20623485993493218	SDCBP
sp|O00566|MPP10_HUMAN U3 small nucleolar ribonucleoprotein protein MPP10 OS=Homo sapiens OX=9606 GN=MPHOSPH10 PE=1 SV=2	0.3760986968061067	0.19061050917623168	MPHOSPH10
sp|O00567|NOP56_HUMAN Nucleolar protein 56 OS=Homo sapiens OX=9606 GN=NOP56 PE=1 SV=4	0.24447617455511123	-0.05924977403517917	NOP56
sp|O00571|DDX3X_HUMAN ATP-dependent RNA helicase DDX3X OS=Homo sapiens OX=9606 GN=DDX3X PE=1 SV=3	0.1639798582010183	0.03494106769462024	DDX3X
sp|O00622|CCN1_HUMAN CCN family member 1 OS=Homo sapiens OX=9606 GN=CCN1 PE=1 SV=1	1.1509999117173744	0.7821510635975845	CCN1
sp|O00625|PIR_HUMAN Pirin OS=Homo sapiens OX=9606 GN=PIR PE=1 SV=1	0.39358112700760106	0.3698385676583047	PIR
sp|O00629|IMA3_HUMAN Importin subunit alpha-3 OS=Homo sapiens OX=9606 GN=KPNA4 PE=1 SV=1	0.5021941335311465	-0.14280691499811016	KPNA4
sp|O00743|PPP6_HUMAN Serine/threonine-protein phosphatase 6 catalytic subunit OS=Homo sapiens OX=9606 GN=PPP6C PE=1 SV=1	0.2334821485844992	0.2805087451420742	PPP6C
sp|O00754|MA2B1_HUMAN Lysosomal alpha-mannosidase OS=Homo sapiens OX=9606 GN=MAN2B1 PE=1 SV=3	0.04005584180103165	0.013596793021272008	MAN2B1
sp|O00762|UBE2C_HUMAN Ubiquitin-conjugating enzyme E2 C OS=Homo sapiens OX=9606 GN=UBE2C PE=1 SV=1	0.4555692923863195	-0.25353072083912936	UBE2C
sp|O00764|PDXK_HUMAN Pyridoxal kinase OS=Homo sapiens OX=9606 GN=PDXK PE=1 SV=1	0.257002980759613	0.07448364865825086	PDXK
sp|O14494|PLPP1_HUMAN Phospholipid phosphatase 1 OS=Homo sapiens OX=9606 GN=PLPP1 PE=1 SV=1	0.4325412760561603	0.4671533816962995	PLPP1
sp|O14495|PLPP3_HUMAN Phospholipid phosphatase 3 OS=Homo sapiens OX=9606 GN=PLPP3 PE=1 SV=1	0.14512753086675487	0.24461846412965393	PLPP3
sp|O14497|ARI1A_HUMAN AT-rich interactive domain-containing protein 1A OS=Homo sapiens OX=9606 GN=ARID1A PE=1 SV=3	1.0379557049509691	-0.3428633430186696	ARID1A
sp|O14519|CDKA1_HUMAN Cyclin-dependent kinase 2-associated protein 1 OS=Homo sapiens OX=9606 GN=CDK2AP1 PE=1 SV=1	0.8382803322557827	-0.3303425542012176	CDK2AP1
sp|O14529|CUX2_HUMAN Homeobox protein cut-like 2 OS=Homo sapiens OX=9606 GN=CUX2 PE=1 SV=4	4.655773723521546	-1.3198732750283808	CUX2
sp|O14530|TXND9_HUMAN Thioredoxin domain-containing protein 9 OS=Homo sapiens OX=9606 GN=TXNDC9 PE=1 SV=2	0.09635983572785425	0.06230636085349839	TXNDC9
sp|O14548|COX7R_HUMAN Cytochrome c oxidase subunit 7A-related protein, mitochondrial OS=Homo sapiens OX=9606 GN=COX7A2L PE=1 SV=2	0.40579971997027464	0.1892514652411839	COX7A2L
sp|O14556|G3PT_HUMAN Glyceraldehyde-3-phosphate dehydrogenase, testis-specific OS=Homo sapiens OX=9606 GN=GAPDHS PE=1 SV=2	0.0139140670772128	0.007446951304924898	GAPDHS
sp|O14561|ACPM_HUMAN Acyl carrier protein, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFAB1 PE=1 SV=3	0.4245483618008171	-0.3711495208419876	NDUFAB1
sp|O14569|C56D2_HUMAN Transmembrane reductase CYB561D2 OS=Homo sapiens OX=9606 GN=CYB561D2 PE=1 SV=1	0.18764521690766084	-0.1600345913233402	CYB561D2
sp|O14579|COPE_HUMAN Coatomer subunit epsilon OS=Homo sapiens OX=9606 GN=COPE PE=1 SV=3	0.8596607181916806	0.28132997924527403	COPE
sp|O14602|IF1AY_HUMAN Eukaryotic translation initiation factor 1A, Y-chromosomal OS=Homo sapiens OX=9606 GN=EIF1AY PE=1 SV=4	0.029476819742428852	-0.017426259084198148	EIF1AY
sp|O14617|AP3D1_HUMAN AP-3 complex subunit delta-1 OS=Homo sapiens OX=9606 GN=AP3D1 PE=1 SV=1	0.2562341841142104	0.10986391047564759	AP3D1
sp|O14653|GOSR2_HUMAN Golgi SNAP receptor complex member 2 OS=Homo sapiens OX=9606 GN=GOSR2 PE=1 SV=2	0.41320541552703693	0.42868041885504043	GOSR2
sp|O14656|TOR1A_HUMAN Torsin-1A OS=Homo sapiens OX=9606 GN=TOR1A PE=1 SV=1	0.2904823285929956	0.1043106453054915	TOR1A
sp|O14657|TOR1B_HUMAN Torsin-1B OS=Homo sapiens OX=9606 GN=TOR1B PE=1 SV=2	0.4662389526372424	0.21448641286744255	TOR1B
sp|O14662|STX16_HUMAN Syntaxin-16 OS=Homo sapiens OX=9606 GN=STX16 PE=1 SV=3	0.3339027154747888	0.19024868517961585	STX16
sp|O14672|ADA10_HUMAN Disintegrin and metalloproteinase domain-containing protein 10 OS=Homo sapiens OX=9606 GN=ADAM10 PE=1 SV=1	1.7740878876449433	0.23042317143577035	ADAM10
sp|O14683|P5I11_HUMAN Tumor protein p53-inducible protein 11 OS=Homo sapiens OX=9606 GN=TP53I11 PE=1 SV=2	0.5475488078194486	-0.3174703067799793	TP53I11
sp|O14734|ACOT8_HUMAN Acyl-coenzyme A thioesterase 8 OS=Homo sapiens OX=9606 GN=ACOT8 PE=1 SV=1	0.7681801408514416	0.5065448227754579	ACOT8
sp|O14735|CDIPT_HUMAN CDP-diacylglycerol--inositol 3-phosphatidyltransferase OS=Homo sapiens OX=9606 GN=CDIPT PE=1 SV=1	2.3469999090872204	0.5983504044106832	CDIPT
sp|O14737|PDCD5_HUMAN Programmed cell death protein 5 OS=Homo sapiens OX=9606 GN=PDCD5 PE=1 SV=3	0.2690479605107586	-0.08519844184980974	PDCD5
sp|O14744|ANM5_HUMAN Protein arginine N-methyltransferase 5 OS=Homo sapiens OX=9606 GN=PRMT5 PE=1 SV=4	1.2412996170890838	-0.5569712202834142	PRMT5
sp|O14745|NHRF1_HUMAN Na(+)/H(+) exchange regulatory cofactor NHE-RF1 OS=Homo sapiens OX=9606 GN=NHERF1 PE=1 SV=4	0.33851920120989315	-0.072906590562279	NHERF1
sp|O14773|TPP1_HUMAN Tripeptidyl-peptidase 1 OS=Homo sapiens OX=9606 GN=TPP1 PE=1 SV=2	0.5458332410780043	-0.08515331089882994	TPP1
sp|O14776|TCRG1_HUMAN Transcription elongation regulator 1 OS=Homo sapiens OX=9606 GN=TCERG1 PE=1 SV=2	0.017929419318456145	0.006964516161829477	TCERG1
sp|O14786|NRP1_HUMAN Neuropilin-1 OS=Homo sapiens OX=9606 GN=NRP1 PE=1 SV=3	0.7978018401605121	-0.08731426413018595	NRP1
sp|O14787|TNPO2_HUMAN Transportin-2 OS=Homo sapiens OX=9606 GN=TNPO2 PE=1 SV=3	0.4371235423799642	0.23535655810104011	TNPO2
sp|O14818|PSA7_HUMAN Proteasome subunit alpha type-7 OS=Homo sapiens OX=9606 GN=PSMA7 PE=1 SV=1	0.03536959563654602	-0.009572284979702195	PSMA7
sp|O14828|SCAM3_HUMAN Secretory carrier-associated membrane protein 3 OS=Homo sapiens OX=9606 GN=SCAMP3 PE=1 SV=3	0.38285779275050924	-0.16662721005487813	SCAMP3
sp|O14874|BCKD_HUMAN [3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial OS=Homo sapiens OX=9606 GN=BCKDK PE=1 SV=2	5.923747611416133	2.275770782691748	BCKDK
sp|O14879|IFIT3_HUMAN Interferon-induced protein with tetratricopeptide repeats 3 OS=Homo sapiens OX=9606 GN=IFIT3 PE=1 SV=1	4.3339650944333625	1.15947635313728	IFIT3
sp|O14880|MGST3_HUMAN Glutathione S-transferase 3, mitochondrial OS=Homo sapiens OX=9606 GN=MGST3 PE=1 SV=1	1.1767172471582952	0.3264894545822512	MGST3
sp|O14893|GEMI2_HUMAN Gem-associated protein 2 OS=Homo sapiens OX=9606 GN=GEMIN2 PE=1 SV=1	0.0006206474226150759	0.0006494734161140991	GEMIN2
sp|O14907|TX1B3_HUMAN Tax1-binding protein 3 OS=Homo sapiens OX=9606 GN=TAX1BP3 PE=1 SV=2	0.39064815338153674	0.2746366405419478	TAX1BP3
sp|O14908|GIPC1_HUMAN PDZ domain-containing protein GIPC1 OS=Homo sapiens OX=9606 GN=GIPC1 PE=1 SV=2	0.14465223512696038	-0.05998402471788872	GIPC1
sp|O14925|TIM23_HUMAN Mitochondrial import inner membrane translocase subunit Tim23 OS=Homo sapiens OX=9606 GN=TIMM23 PE=1 SV=1	0.6007302744992836	0.4351702698633821	TIMM23
sp|O14929|HAT1_HUMAN Histone acetyltransferase type B catalytic subunit OS=Homo sapiens OX=9606 GN=HAT1 PE=1 SV=2	1.1193539801399568	-0.2543189229859266	HAT1
sp|O14933|UB2L6_HUMAN Ubiquitin/ISG15-conjugating enzyme E2 L6 OS=Homo sapiens OX=9606 GN=UBE2L6 PE=1 SV=4	0.9343732673058497	0.6492173323957974	UBE2L6
sp|O14936|CSKP_HUMAN Peripheral plasma membrane protein CASK OS=Homo sapiens OX=9606 GN=CASK PE=1 SV=3	0.36879389039105714	0.22980675136492762	CASK
sp|O14949|QCR8_HUMAN Cytochrome b-c1 complex subunit 8 OS=Homo sapiens OX=9606 GN=UQCRQ PE=1 SV=4	0.10194916715613772	0.02996548971423474	UQCRQ
sp|O14950|ML12B_HUMAN Myosin regulatory light chain 12B OS=Homo sapiens OX=9606 GN=MYL12B PE=1 SV=2	0.8068184713493614	0.09411368780375895	MYL12B
sp|O14964|HGS_HUMAN Hepatocyte growth factor-regulated tyrosine kinase substrate OS=Homo sapiens OX=9606 GN=HGS PE=1 SV=1	0.2740087037967937	0.27045717091778093	HGS
sp|O14967|CLGN_HUMAN Calmegin OS=Homo sapiens OX=9606 GN=CLGN PE=1 SV=1	0.48820569587928	0.24655610436516345	CLGN
sp|O14972|VP26C_HUMAN Vacuolar protein sorting-associated protein 26C OS=Homo sapiens OX=9606 GN=VPS26C PE=1 SV=1	0.5846609745848756	-0.295386263707726	VPS26C
sp|O14974|MYPT1_HUMAN Protein phosphatase 1 regulatory subunit 12A OS=Homo sapiens OX=9606 GN=PPP1R12A PE=1 SV=1	0.2412767791300365	-0.06728842294722531	PPP1R12A
sp|O14976|GAK_HUMAN Cyclin-G-associated kinase OS=Homo sapiens OX=9606 GN=GAK PE=1 SV=2	0.1192661557843377	0.09576406944184379	GAK
sp|O14979|HNRDL_HUMAN Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=3	0.028154740269804638	0.006982581769417129	HNRNPDL
sp|O14980|XPO1_HUMAN Exportin-1 OS=Homo sapiens OX=9606 GN=XPO1 PE=1 SV=1	0.17507365196722652	-0.0436844461119168	XPO1
sp|O14981|BTAF1_HUMAN TATA-binding protein-associated factor 172 OS=Homo sapiens OX=9606 GN=BTAF1 PE=1 SV=2	0.6415555489683454	-0.5170114325349815	BTAF1
sp|O15013|ARHGA_HUMAN Rho guanine nucleotide exchange factor 10 OS=Homo sapiens OX=9606 GN=ARHGEF10 PE=1 SV=4	2.791863841429008	1.6272515664917115	ARHGEF10
sp|O15027|SC16A_HUMAN Protein transport protein Sec16A OS=Homo sapiens OX=9606 GN=SEC16A PE=1 SV=4	0.25430974530749767	0.2505768756944933	SEC16A
sp|O15031|PLXB2_HUMAN Plexin-B2 OS=Homo sapiens OX=9606 GN=PLXNB2 PE=1 SV=3	1.67940464222496	0.3356073293547051	PLXNB2
sp|O15042|SR140_HUMAN U2 snRNP-associated SURP motif-containing protein OS=Homo sapiens OX=9606 GN=U2SURP PE=1 SV=2	0.20933609550041507	-0.05152851351656709	U2SURP
sp|O15056|SYNJ2_HUMAN Synaptojanin-2 OS=Homo sapiens OX=9606 GN=SYNJ2 PE=1 SV=3	0.2645097764018207	-0.2451301136480165	SYNJ2
sp|O15067|PUR4_HUMAN Phosphoribosylformylglycinamidine synthase OS=Homo sapiens OX=9606 GN=PFAS PE=1 SV=4	0.6767030235207125	-0.4296492447347333	PFAS
sp|O15075|DCLK1_HUMAN Serine/threonine-protein kinase DCLK1 OS=Homo sapiens OX=9606 GN=DCLK1 PE=1 SV=2	0.30132755197020833	0.1713690801351747	DCLK1
sp|O15091|MRPP3_HUMAN Mitochondrial ribonuclease P catalytic subunit OS=Homo sapiens OX=9606 GN=PRORP PE=1 SV=2	0.33322319808287126	-0.1626433579312585	PRORP
sp|O15116|LSM1_HUMAN U6 snRNA-associated Sm-like protein LSm1 OS=Homo sapiens OX=9606 GN=LSM1 PE=1 SV=1	0.1467344631654684	-0.1390733983491362	LSM1
sp|O15118|NPC1_HUMAN NPC intracellular cholesterol transporter 1 OS=Homo sapiens OX=9606 GN=NPC1 PE=1 SV=2	1.9833377997573507	0.35227368262847464	NPC1
