	-log10(fdr_BH)	log2(fold_change)	Gene
sp|A8MXV4|NUD19_HUMAN Acyl-coenzyme A diphosphatase NUDT19 OS=Homo sapiens OX=9606 GN=NUDT19 PE=1 SV=1	3.9533337482135504	-2.4088804965713595	NUDT19
sp|B7ZAQ6|GPHRA_HUMAN Golgi pH regulator A OS=Homo sapiens OX=9606 GN=GPR89A PE=1 SV=2	1.4242092573878844	-0.5409637825130316	GPR89A
sp|C4AMC7|WASH3_HUMAN Putative WAS protein family homolog 3 OS=Homo sapiens OX=9606 GN=WASH3P PE=1 SV=2	4.20204476755161	2.608637944015227	WASH3P
sp|C9JLW8|MCRI1_HUMAN Mapk-regulated corepressor-interacting protein 1 OS=Homo sapiens OX=9606 GN=MCRIP1 PE=1 SV=1	1.952349134950891	0.7978638728626843	MCRIP1
sp|E9PAV3|NACAM_HUMAN Nascent polypeptide-associated complex subunit alpha, muscle-specific form OS=Homo sapiens OX=9606 GN=NACA PE=1 SV=1	3.082423005372087	0.478466668031703	NACA
sp|E9PRG8|CK098_HUMAN Uncharacterized protein C11orf98 OS=Homo sapiens OX=9606 GN=C11orf98 PE=4 SV=2	0.3688862042004588	0.17949845566252476	C11orf98
sp|L0R6Q1|S35U4_HUMAN SLC35A4 upstream open reading frame protein OS=Homo sapiens OX=9606 GN=SLC35A4 PE=3 SV=1	0.7405904729411688	0.5428062255035399	SLC35A4
sp|O00115|DNS2A_HUMAN Deoxyribonuclease-2-alpha OS=Homo sapiens OX=9606 GN=DNASE2 PE=1 SV=2	0.7391958646326338	-0.2857212988859471	DNASE2
sp|O00116|ADAS_HUMAN Alkyldihydroxyacetonephosphate synthase, peroxisomal OS=Homo sapiens OX=9606 GN=AGPS PE=1 SV=1	0.6414340816300672	-0.11560822148958605	AGPS
sp|O00139|KIF2A_HUMAN Kinesin-like protein KIF2A OS=Homo sapiens OX=9606 GN=KIF2A PE=1 SV=3	3.0278579033387687	1.2988366247654024	KIF2A
sp|O00148|DX39A_HUMAN ATP-dependent RNA helicase DDX39A OS=Homo sapiens OX=9606 GN=DDX39A PE=1 SV=2	0.1804335281778569	-0.04623061889651181	DDX39A
sp|O00151|PDLI1_HUMAN PDZ and LIM domain protein 1 OS=Homo sapiens OX=9606 GN=PDLIM1 PE=1 SV=4	0.04756607937087164	0.016642829262966785	PDLIM1
sp|O00154|BACH_HUMAN Cytosolic acyl coenzyme A thioester hydrolase OS=Homo sapiens OX=9606 GN=ACOT7 PE=1 SV=3	1.7512122015026212	-0.40429067795657186	ACOT7
sp|O00159|MYO1C_HUMAN Unconventional myosin-Ic OS=Homo sapiens OX=9606 GN=MYO1C PE=1 SV=4	1.8288445299748968	0.1891565521949639	MYO1C
sp|O00161|SNP23_HUMAN Synaptosomal-associated protein 23 OS=Homo sapiens OX=9606 GN=SNAP23 PE=1 SV=1	2.1172480514924845	0.34026864180586136	SNAP23
sp|O00165|HAX1_HUMAN HCLS1-associated protein X-1 OS=Homo sapiens OX=9606 GN=HAX1 PE=1 SV=2	0.30212545252049217	-0.2851962265495531	HAX1
sp|O00170|AIP_HUMAN AH receptor-interacting protein OS=Homo sapiens OX=9606 GN=AIP PE=1 SV=3	1.2516963714351983	0.46795879421476105	AIP
sp|O00182|LEG9_HUMAN Galectin-9 OS=Homo sapiens OX=9606 GN=LGALS9 PE=1 SV=2	4.625250949726885	-2.641422885566422	LGALS9
sp|O00186|STXB3_HUMAN Syntaxin-binding protein 3 OS=Homo sapiens OX=9606 GN=STXBP3 PE=1 SV=2	0.8405502666398423	0.3431781255538832	STXBP3
sp|O00193|SMAP_HUMAN Small acidic protein OS=Homo sapiens OX=9606 GN=SMAP PE=1 SV=1	0.4559839004442487	0.12866356549507074	SMAP
sp|O00194|RB27B_HUMAN Ras-related protein Rab-27B OS=Homo sapiens OX=9606 GN=RAB27B PE=1 SV=4	1.7391664554564055	-0.6761536986562227	RAB27B
sp|O00203|AP3B1_HUMAN AP-3 complex subunit beta-1 OS=Homo sapiens OX=9606 GN=AP3B1 PE=1 SV=3	3.6052697918287366	0.9696177878251716	AP3B1
sp|O00214|LEG8_HUMAN Galectin-8 OS=Homo sapiens OX=9606 GN=LGALS8 PE=1 SV=4	4.77324999346288	2.774302516976442	LGALS8
sp|O00217|NDUS8_HUMAN NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS8 PE=1 SV=1	0.026089893799695896	-0.007724652554060851	NDUFS8
sp|O00231|PSD11_HUMAN 26S proteasome non-ATPase regulatory subunit 11 OS=Homo sapiens OX=9606 GN=PSMD11 PE=1 SV=3	0.0013743060694004223	0.0003993008847504864	PSMD11
sp|O00232|PSD12_HUMAN 26S proteasome non-ATPase regulatory subunit 12 OS=Homo sapiens OX=9606 GN=PSMD12 PE=1 SV=3	1.5851473172911232	0.1687656826626216	PSMD12
sp|O00233|PSMD9_HUMAN 26S proteasome non-ATPase regulatory subunit 9 OS=Homo sapiens OX=9606 GN=PSMD9 PE=1 SV=3	1.6293048862652173	0.6653507000153074	PSMD9
sp|O00244|ATOX1_HUMAN Copper transport protein ATOX1 OS=Homo sapiens OX=9606 GN=ATOX1 PE=1 SV=1	0.8052816023655712	-0.35468124656936206	ATOX1
sp|O00255|MEN1_HUMAN Menin OS=Homo sapiens OX=9606 GN=MEN1 PE=1 SV=4	0.19679591268445917	-0.07183870721308638	MEN1
sp|O00264|PGRC1_HUMAN Membrane-associated progesterone receptor component 1 OS=Homo sapiens OX=9606 GN=PGRMC1 PE=1 SV=3	2.885599991688499	-0.4122800649163836	PGRMC1
sp|O00267|SPT5H_HUMAN Transcription elongation factor SPT5 OS=Homo sapiens OX=9606 GN=SUPT5H PE=1 SV=1	1.993929725559999	0.36759617679431167	SUPT5H
sp|O00273|DFFA_HUMAN DNA fragmentation factor subunit alpha OS=Homo sapiens OX=9606 GN=DFFA PE=1 SV=1	2.432381628894646	0.8687516719026982	DFFA
sp|O00291|HIP1_HUMAN Huntingtin-interacting protein 1 OS=Homo sapiens OX=9606 GN=HIP1 PE=1 SV=5	0.04455724554248957	0.03356898574760725	HIP1
sp|O00299|CLIC1_HUMAN Chloride intracellular channel protein 1 OS=Homo sapiens OX=9606 GN=CLIC1 PE=1 SV=4	1.2810723791230232	0.19949392165904056	CLIC1
sp|O00303|EIF3F_HUMAN Eukaryotic translation initiation factor 3 subunit F OS=Homo sapiens OX=9606 GN=EIF3F PE=1 SV=1	0.5033433105272268	0.13045344675922477	EIF3F
sp|O00330|ODPX_HUMAN Pyruvate dehydrogenase protein X component, mitochondrial OS=Homo sapiens OX=9606 GN=PDHX PE=1 SV=3	0.6449619750339696	0.2723263136845061	PDHX
sp|O00391|QSOX1_HUMAN Sulfhydryl oxidase 1 OS=Homo sapiens OX=9606 GN=QSOX1 PE=1 SV=3	0.11242666922224381	-0.08617969656816382	QSOX1
sp|O00399|DCTN6_HUMAN Dynactin subunit 6 OS=Homo sapiens OX=9606 GN=DCTN6 PE=1 SV=1	0.3548735375810098	0.15731048513471302	DCTN6
sp|O00400|ACATN_HUMAN Acetyl-coenzyme A transporter 1 OS=Homo sapiens OX=9606 GN=SLC33A1 PE=1 SV=1	1.4384742827010628	0.5427345565036251	SLC33A1
sp|O00401|WASL_HUMAN Actin nucleation-promoting factor WASL OS=Homo sapiens OX=9606 GN=WASL PE=1 SV=2	0.36924289546744865	0.13403754028563897	WASL
sp|O00410|IPO5_HUMAN Importin-5 OS=Homo sapiens OX=9606 GN=IPO5 PE=1 SV=4	0.48068060368822774	0.06142377660462639	IPO5
sp|O00411|RPOM_HUMAN DNA-directed RNA polymerase, mitochondrial OS=Homo sapiens OX=9606 GN=POLRMT PE=1 SV=2	3.2446131575069876	1.0881812169510001	POLRMT
sp|O00422|SAP18_HUMAN Histone deacetylase complex subunit SAP18 OS=Homo sapiens OX=9606 GN=SAP18 PE=1 SV=1	1.0516375157366478	-0.2608370145146677	SAP18
sp|O00423|EMAL1_HUMAN Echinoderm microtubule-associated protein-like 1 OS=Homo sapiens OX=9606 GN=EML1 PE=1 SV=3	3.293117314814702	-1.8029885441031623	EML1
sp|O00425|IF2B3_HUMAN Insulin-like growth factor 2 mRNA-binding protein 3 OS=Homo sapiens OX=9606 GN=IGF2BP3 PE=1 SV=2	7.33516121802621	4.152190027516204	IGF2BP3
sp|O00429|DNM1L_HUMAN Dynamin-1-like protein OS=Homo sapiens OX=9606 GN=DNM1L PE=1 SV=2	3.7224396870835386	0.6422038713877329	DNM1L
sp|O00442|RTCA_HUMAN RNA 3'-terminal phosphate cyclase OS=Homo sapiens OX=9606 GN=RTCA PE=1 SV=1	0.9267177353598643	0.301837913932678	RTCA
sp|O00443|P3C2A_HUMAN Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha OS=Homo sapiens OX=9606 GN=PIK3C2A PE=1 SV=2	4.806186977557446	1.751115952597633	PIK3C2A
sp|O00458|IFRD1_HUMAN Interferon-related developmental regulator 1 OS=Homo sapiens OX=9606 GN=IFRD1 PE=1 SV=4	4.492508893332407	2.3861514894681815	IFRD1
sp|O00461|GOLI4_HUMAN Golgi integral membrane protein 4 OS=Homo sapiens OX=9606 GN=GOLIM4 PE=1 SV=1	0.13118670770812824	-0.055359550279603986	GOLIM4
sp|O00462|MANBA_HUMAN Beta-mannosidase OS=Homo sapiens OX=9606 GN=MANBA PE=1 SV=3	0.9887789571137754	0.49151442014546676	MANBA
sp|O00468|AGRIN_HUMAN Agrin OS=Homo sapiens OX=9606 GN=AGRN PE=1 SV=6	2.4604831570059718	-1.0764226820747715	AGRN
sp|O00469|PLOD2_HUMAN Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2 OS=Homo sapiens OX=9606 GN=PLOD2 PE=1 SV=2	0.6660515920079232	-0.05007489780961394	PLOD2
sp|O00478|BT3A3_HUMAN Butyrophilin subfamily 3 member A3 OS=Homo sapiens OX=9606 GN=BTN3A3 PE=1 SV=1	3.1015483493012037	-1.9379038582611143	BTN3A3
sp|O00483|NDUA4_HUMAN Cytochrome c oxidase subunit NDUFA4 OS=Homo sapiens OX=9606 GN=NDUFA4 PE=1 SV=1	0.3282467990929426	0.060192052716410815	NDUFA4
sp|O00487|PSDE_HUMAN 26S proteasome non-ATPase regulatory subunit 14 OS=Homo sapiens OX=9606 GN=PSMD14 PE=1 SV=1	0.32734398763299033	0.08976201459728528	PSMD14
sp|O00499|BIN1_HUMAN Myc box-dependent-interacting protein 1 OS=Homo sapiens OX=9606 GN=BIN1 PE=1 SV=1	1.7190410935053202	0.9206364812971694	BIN1
sp|O00505|IMA4_HUMAN Importin subunit alpha-4 OS=Homo sapiens OX=9606 GN=KPNA3 PE=1 SV=2	0.7812132779688716	0.3536461245755967	KPNA3
sp|O00541|PESC_HUMAN Pescadillo homolog OS=Homo sapiens OX=9606 GN=PES1 PE=1 SV=1	1.8602112969265345	0.2527604657549445	PES1
sp|O00560|SDCB1_HUMAN Syntenin-1 OS=Homo sapiens OX=9606 GN=SDCBP PE=1 SV=1	0.9970604028256503	0.26624833636321665	SDCBP
sp|O00566|MPP10_HUMAN U3 small nucleolar ribonucleoprotein protein MPP10 OS=Homo sapiens OX=9606 GN=MPHOSPH10 PE=1 SV=2	1.2283570785797502	0.39627472863121216	MPHOSPH10
sp|O00567|NOP56_HUMAN Nucleolar protein 56 OS=Homo sapiens OX=9606 GN=NOP56 PE=1 SV=4	2.804124299127368	0.2278758197572004	NOP56
sp|O00571|DDX3X_HUMAN ATP-dependent RNA helicase DDX3X OS=Homo sapiens OX=9606 GN=DDX3X PE=1 SV=3	0.11802764120027776	-0.022609209005902242	DDX3X
sp|O00584|RNT2_HUMAN Ribonuclease T2 OS=Homo sapiens OX=9606 GN=RNASET2 PE=1 SV=2	4.623609566063921	2.884141581291235	RNASET2
sp|O00622|CCN1_HUMAN CCN family member 1 OS=Homo sapiens OX=9606 GN=CCN1 PE=1 SV=1	4.003633583039633	-3.1270154786302147	CCN1
sp|O00625|PIR_HUMAN Pirin OS=Homo sapiens OX=9606 GN=PIR PE=1 SV=1	0.018750476466448462	-0.017498063847934064	PIR
sp|O00629|IMA3_HUMAN Importin subunit alpha-3 OS=Homo sapiens OX=9606 GN=KPNA4 PE=1 SV=1	0.3776739292508291	-0.05905861674907448	KPNA4
sp|O00743|PPP6_HUMAN Serine/threonine-protein phosphatase 6 catalytic subunit OS=Homo sapiens OX=9606 GN=PPP6C PE=1 SV=1	0.6605511069902236	0.4228441258110881	PPP6C
sp|O00754|MA2B1_HUMAN Lysosomal alpha-mannosidase OS=Homo sapiens OX=9606 GN=MAN2B1 PE=1 SV=3	1.6445713122187622	-0.43696086543474627	MAN2B1
sp|O00762|UBE2C_HUMAN Ubiquitin-conjugating enzyme E2 C OS=Homo sapiens OX=9606 GN=UBE2C PE=1 SV=1	0.41930852787824646	-0.19133777505976035	UBE2C
sp|O00764|PDXK_HUMAN Pyridoxal kinase OS=Homo sapiens OX=9606 GN=PDXK PE=1 SV=1	1.6871006332491039	-0.8739242520460418	PDXK
sp|O00767|SCD_HUMAN Stearoyl-CoA desaturase OS=Homo sapiens OX=9606 GN=SCD PE=1 SV=2	5.705514155106158	3.5497421548809727	SCD
sp|O14494|PLPP1_HUMAN Phospholipid phosphatase 1 OS=Homo sapiens OX=9606 GN=PLPP1 PE=1 SV=1	0.054929876339762165	0.0672880773184073	PLPP1
sp|O14495|PLPP3_HUMAN Phospholipid phosphatase 3 OS=Homo sapiens OX=9606 GN=PLPP3 PE=1 SV=1	3.186969316820494	-2.556634808157595	PLPP3
sp|O14497|ARI1A_HUMAN AT-rich interactive domain-containing protein 1A OS=Homo sapiens OX=9606 GN=ARID1A PE=1 SV=3	0.8589195455066818	0.2642676906109891	ARID1A
sp|O14519|CDKA1_HUMAN Cyclin-dependent kinase 2-associated protein 1 OS=Homo sapiens OX=9606 GN=CDK2AP1 PE=1 SV=1	0.8038342945785811	-0.339732655433184	CDK2AP1
sp|O14529|CUX2_HUMAN Homeobox protein cut-like 2 OS=Homo sapiens OX=9606 GN=CUX2 PE=1 SV=4	0.9874906716282852	-0.08923988434140595	CUX2
sp|O14530|TXND9_HUMAN Thioredoxin domain-containing protein 9 OS=Homo sapiens OX=9606 GN=TXNDC9 PE=1 SV=2	0.7585127099717102	-0.07017584963838308	TXNDC9
sp|O14548|COX7R_HUMAN Cytochrome c oxidase subunit 7A-related protein, mitochondrial OS=Homo sapiens OX=9606 GN=COX7A2L PE=1 SV=2	1.1246072919909522	0.4771913204706925	COX7A2L
sp|O14556|G3PT_HUMAN Glyceraldehyde-3-phosphate dehydrogenase, testis-specific OS=Homo sapiens OX=9606 GN=GAPDHS PE=1 SV=2	2.0738048467108254	0.5702067015254557	GAPDHS
sp|O14558|HSPB6_HUMAN Heat shock protein beta-6 OS=Homo sapiens OX=9606 GN=HSPB6 PE=1 SV=2	4.8907648366423615	4.049416659563106	HSPB6
sp|O14561|ACPM_HUMAN Acyl carrier protein, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFAB1 PE=1 SV=3	0.9536172388855771	0.23340374152201604	NDUFAB1
sp|O14569|C56D2_HUMAN Transmembrane reductase CYB561D2 OS=Homo sapiens OX=9606 GN=CYB561D2 PE=1 SV=1	0.6819992842457359	-0.27391204196581753	CYB561D2
sp|O14579|COPE_HUMAN Coatomer subunit epsilon OS=Homo sapiens OX=9606 GN=COPE PE=1 SV=3	1.0782066363156464	0.24423828751703958	COPE
sp|O14602|IF1AY_HUMAN Eukaryotic translation initiation factor 1A, Y-chromosomal OS=Homo sapiens OX=9606 GN=EIF1AY PE=1 SV=4	1.6525603023382156	-0.4562945938012197	EIF1AY
sp|O14617|AP3D1_HUMAN AP-3 complex subunit delta-1 OS=Homo sapiens OX=9606 GN=AP3D1 PE=1 SV=1	0.5032474606843274	0.14469983559130928	AP3D1
sp|O14646|CHD1_HUMAN Chromodomain-helicase-DNA-binding protein 1 OS=Homo sapiens OX=9606 GN=CHD1 PE=1 SV=2	0.025342863892552983	-0.025341057186931915	CHD1
sp|O14653|GOSR2_HUMAN Golgi SNAP receptor complex member 2 OS=Homo sapiens OX=9606 GN=GOSR2 PE=1 SV=2	0.2187156186640333	0.21890433630412892	GOSR2
sp|O14656|TOR1A_HUMAN Torsin-1A OS=Homo sapiens OX=9606 GN=TOR1A PE=1 SV=1	3.3622366296263446	-1.403374515265499	TOR1A
sp|O14657|TOR1B_HUMAN Torsin-1B OS=Homo sapiens OX=9606 GN=TOR1B PE=1 SV=2	0.83749445684412	-0.503230953562144	TOR1B
sp|O14662|STX16_HUMAN Syntaxin-16 OS=Homo sapiens OX=9606 GN=STX16 PE=1 SV=3	0.16984387649671873	0.13913030134442217	STX16
sp|O14672|ADA10_HUMAN Disintegrin and metalloproteinase domain-containing protein 10 OS=Homo sapiens OX=9606 GN=ADAM10 PE=1 SV=1	2.4944112667725147	-0.598815581932394	ADAM10
sp|O14683|P5I11_HUMAN Tumor protein p53-inducible protein 11 OS=Homo sapiens OX=9606 GN=TP53I11 PE=1 SV=2	5.862020979305006	-3.5695323893991877	TP53I11
sp|O14734|ACOT8_HUMAN Acyl-coenzyme A thioesterase 8 OS=Homo sapiens OX=9606 GN=ACOT8 PE=1 SV=1	0.4534306634497835	0.19848514056932798	ACOT8
sp|O14735|CDIPT_HUMAN CDP-diacylglycerol--inositol 3-phosphatidyltransferase OS=Homo sapiens OX=9606 GN=CDIPT PE=1 SV=1	3.03885110885008	0.6073890973230165	CDIPT
sp|O14737|PDCD5_HUMAN Programmed cell death protein 5 OS=Homo sapiens OX=9606 GN=PDCD5 PE=1 SV=3	0.7923887926142223	-0.21412606199976225	PDCD5
sp|O14744|ANM5_HUMAN Protein arginine N-methyltransferase 5 OS=Homo sapiens OX=9606 GN=PRMT5 PE=1 SV=4	0.12127676289169444	0.06607660715077196	PRMT5
sp|O14745|NHRF1_HUMAN Na(+)/H(+) exchange regulatory cofactor NHE-RF1 OS=Homo sapiens OX=9606 GN=NHERF1 PE=1 SV=4	7.246455051357495	-1.6128890765346486	NHERF1
sp|O14763|TR10B_HUMAN Tumor necrosis factor receptor superfamily member 10B OS=Homo sapiens OX=9606 GN=TNFRSF10B PE=1 SV=2	1.1095694921326158	0.5570772892628284	TNFRSF10B
sp|O14770|MEIS2_HUMAN Homeobox protein Meis2 OS=Homo sapiens OX=9606 GN=MEIS2 PE=1 SV=2	4.213281285505235	3.028661219386063	MEIS2
sp|O14773|TPP1_HUMAN Tripeptidyl-peptidase 1 OS=Homo sapiens OX=9606 GN=TPP1 PE=1 SV=2	1.9096973788075504	-0.24362829802659902	TPP1
sp|O14776|TCRG1_HUMAN Transcription elongation regulator 1 OS=Homo sapiens OX=9606 GN=TCERG1 PE=1 SV=2	1.7859201448542488	0.3571303348376121	TCERG1
sp|O14786|NRP1_HUMAN Neuropilin-1 OS=Homo sapiens OX=9606 GN=NRP1 PE=1 SV=3	1.0767285156535853	-0.16838179229483596	NRP1
sp|O14787|TNPO2_HUMAN Transportin-2 OS=Homo sapiens OX=9606 GN=TNPO2 PE=1 SV=3	0.1386358677631865	0.05682431630847895	TNPO2
sp|O14818|PSA7_HUMAN Proteasome subunit alpha type-7 OS=Homo sapiens OX=9606 GN=PSMA7 PE=1 SV=1	0.982330825524739	-0.1966571243931079	PSMA7
sp|O14828|SCAM3_HUMAN Secretory carrier-associated membrane protein 3 OS=Homo sapiens OX=9606 GN=SCAMP3 PE=1 SV=3	1.715745679986292	-0.3957147645247173	SCAMP3
sp|O14879|IFIT3_HUMAN Interferon-induced protein with tetratricopeptide repeats 3 OS=Homo sapiens OX=9606 GN=IFIT3 PE=1 SV=1	6.298388688594852	-3.441862795579497	IFIT3
sp|O14880|MGST3_HUMAN Glutathione S-transferase 3, mitochondrial OS=Homo sapiens OX=9606 GN=MGST3 PE=1 SV=1	2.3841105010594505	-0.6350298843634465	MGST3
sp|O14893|GEMI2_HUMAN Gem-associated protein 2 OS=Homo sapiens OX=9606 GN=GEMIN2 PE=1 SV=1	0.24722480188058552	0.22337180981595917	GEMIN2
sp|O14907|TX1B3_HUMAN Tax1-binding protein 3 OS=Homo sapiens OX=9606 GN=TAX1BP3 PE=1 SV=2	0.08715400229642091	-0.0873865556394422	TAX1BP3
sp|O14908|GIPC1_HUMAN PDZ domain-containing protein GIPC1 OS=Homo sapiens OX=9606 GN=GIPC1 PE=1 SV=2	0.4175354693537479	0.13297803524016405	GIPC1
sp|O14910|LIN7A_HUMAN Protein lin-7 homolog A OS=Homo sapiens OX=9606 GN=LIN7A PE=1 SV=2	6.1107051668181604	3.392954930039007	LIN7A
sp|O14925|TIM23_HUMAN Mitochondrial import inner membrane translocase subunit Tim23 OS=Homo sapiens OX=9606 GN=TIMM23 PE=1 SV=1	0.7814163180824449	0.4300984175647618	TIMM23
sp|O14929|HAT1_HUMAN Histone acetyltransferase type B catalytic subunit OS=Homo sapiens OX=9606 GN=HAT1 PE=1 SV=2	0.11993231275963663	-0.07201880754333922	HAT1
sp|O14933|UB2L6_HUMAN Ubiquitin/ISG15-conjugating enzyme E2 L6 OS=Homo sapiens OX=9606 GN=UBE2L6 PE=1 SV=4	0.5974588317528065	-0.2009371018219607	UBE2L6
sp|O14936|CSKP_HUMAN Peripheral plasma membrane protein CASK OS=Homo sapiens OX=9606 GN=CASK PE=1 SV=3	1.1856656762156708	-0.632874611443517	CASK
sp|O14949|QCR8_HUMAN Cytochrome b-c1 complex subunit 8 OS=Homo sapiens OX=9606 GN=UQCRQ PE=1 SV=4	2.2090606508170194	-0.49098669005941	UQCRQ
sp|O14950|ML12B_HUMAN Myosin regulatory light chain 12B OS=Homo sapiens OX=9606 GN=MYL12B PE=1 SV=2	1.0859605436471897	-0.1035552293805575	MYL12B
sp|O14964|HGS_HUMAN Hepatocyte growth factor-regulated tyrosine kinase substrate OS=Homo sapiens OX=9606 GN=HGS PE=1 SV=1	0.6626112881484331	0.3984788634055288	HGS
sp|O14966|RAB7L_HUMAN Ras-related protein Rab-7L1 OS=Homo sapiens OX=9606 GN=RAB29 PE=1 SV=1	4.143703951564895	-0.7638810927930018	RAB29
sp|O14967|CLGN_HUMAN Calmegin OS=Homo sapiens OX=9606 GN=CLGN PE=1 SV=1	1.4601724846541022	0.52069486291769	CLGN
sp|O14972|VP26C_HUMAN Vacuolar protein sorting-associated protein 26C OS=Homo sapiens OX=9606 GN=VPS26C PE=1 SV=1	0.021036675261972452	-0.019154230072587763	VPS26C
sp|O14974|MYPT1_HUMAN Protein phosphatase 1 regulatory subunit 12A OS=Homo sapiens OX=9606 GN=PPP1R12A PE=1 SV=1	0.028279927769368125	0.01039453455349898	PPP1R12A
sp|O14976|GAK_HUMAN Cyclin-G-associated kinase OS=Homo sapiens OX=9606 GN=GAK PE=1 SV=2	0.08715400229642091	0.07532232367196023	GAK
sp|O14979|HNRDL_HUMAN Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=3	1.4625039185869186	-0.2206589519918143	HNRNPDL
